year,state,type_of_crime,is_high_impact,total
2020,Querétaro,Homicidio,1,465
2020,Querétaro,Extorsión,1,242
2020,Querétaro,Feminicidio,1,11
2020,Querétaro,Secuestro,1,9
2020,Quintana Roo,Otros Delitos Contra el Patrimonio,0,17886
2020,Quintana Roo,Otros Delitos,0,9591
2020,Quintana Roo,Violencia familiar,1,4813
2020,Quintana Roo,Robo con violencia,1,4405
2020,Quintana Roo,Delitos Sexuales,0,1441
2020,Quintana Roo,Homicidio,1,1364
2020,Quintana Roo,Narcomenudeo,1,1028
2020,Quintana Roo,Extorsión,1,197
2020,Quintana Roo,Feminicidio,1,15
2020,Quintana Roo,Secuestro,1,11
2020,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,18724
2020,San Luis Potosí,Otros Delitos,0,12243
2020,San Luis Potosí,Violencia familiar,1,7781
2020,San Luis Potosí,Robo con violencia,1,3181
2020,San Luis Potosí,Delitos Sexuales,0,1361
2020,San Luis Potosí,Narcomenudeo,1,1357
2020,San Luis Potosí,Homicidio,1,967
2020,San Luis Potosí,Extorsión,1,151
2020,San Luis Potosí,Feminicidio,1,27
2020,San Luis Potosí,Secuestro,1,16
2020,Sinaloa,Otros Delitos,0,6643
2020,Sinaloa,Otros Delitos Contra el Patrimonio,0,6510
2020,Sinaloa,Violencia familiar,1,5138
2020,Sinaloa,Robo con violencia,1,3265
2020,Sinaloa,Homicidio,1,1313
2020,Sinaloa,Delitos Sexuales,0,677
2020,Sinaloa,Narcomenudeo,1,269
2020,Sinaloa,Extorsión,1,58
2020,Sinaloa,Feminicidio,1,26
2020,Sinaloa,Secuestro,1,11
2020,Sonora,Otros Delitos Contra el Patrimonio,0,7667
2020,Sonora,Otros Delitos,0,7240
2020,Sonora,Violencia familiar,1,5450
2020,Sonora,Robo con violencia,1,5288
2020,Sonora,Narcomenudeo,1,2772
2020,Sonora,Homicidio,1,1712
2020,Sonora,Delitos Sexuales,0,873
2020,Sonora,Extorsión,1,55
2020,Sonora,Feminicidio,1,30
2020,Sonora,Secuestro,1,3
2020,Tabasco,Otros Delitos,0,19447
2020,Tabasco,Otros Delitos Contra el Patrimonio,0,9955
2020,Tabasco,Robo con violencia,1,7440
2020,Tabasco,Violencia familiar,1,6445
2020,Tabasco,Homicidio,1,832
2020,Tabasco,Delitos Sexuales,0,656
2020,Tabasco,Extorsión,1,105
2020,Tabasco,Narcomenudeo,1,87
2020,Tabasco,Secuestro,1,32
2020,Tabasco,Feminicidio,1,15
2020,Tamaulipas,Otros Delitos Contra el Patrimonio,0,10494
2020,Tamaulipas,Otros Delitos,0,8713
2020,Tamaulipas,Violencia familiar,1,6467
2020,Tamaulipas,Robo con violencia,1,3474
2020,Tamaulipas,Homicidio,1,1264
2020,Tamaulipas,Delitos Sexuales,0,1069
2020,Tamaulipas,Narcomenudeo,1,194
2020,Tamaulipas,Extorsión,1,137
2020,Tamaulipas,Secuestro,1,21
2020,Tamaulipas,Feminicidio,1,11
2020,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2075
2020,Tlaxcala,Robo con violencia,1,868
2020,Tlaxcala,Otros Delitos,0,721
2020,Tlaxcala,Narcomenudeo,1,218
2020,Tlaxcala,Homicidio,1,148
2020,Tlaxcala,Delitos Sexuales,0,68
2020,Tlaxcala,Violencia familiar,1,18
2020,Tlaxcala,Secuestro,1,15
2020,Tlaxcala,Feminicidio,1,8
2020,Tlaxcala,Extorsión,1,2
2020,Veracruz de Ignacio de la Llave,Otros Delitos,0,27007
2020,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,26812
2020,Veracruz de Ignacio de la Llave,Violencia familiar,1,10386
2020,Veracruz de Ignacio de la Llave,Robo con violencia,1,9930
2020,Veracruz de Ignacio de la Llave,Homicidio,1,2181
2020,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,1390
2020,Veracruz de Ignacio de la Llave,Extorsión,1,714
2020,Veracruz de Ignacio de la Llave,Narcomenudeo,1,644
2020,Veracruz de Ignacio de la Llave,Secuestro,1,122
2020,Veracruz de Ignacio de la Llave,Feminicidio,1,73
2020,Yucatán,Otros Delitos,0,3979
2020,Yucatán,Otros Delitos Contra el Patrimonio,0,3245
2020,Yucatán,Violencia familiar,1,726
2020,Yucatán,Narcomenudeo,1,165
2020,Yucatán,Homicidio,1,153
2020,Yucatán,Delitos Sexuales,0,112
2020,Yucatán,Robo con violencia,1,30
2020,Yucatán,Feminicidio,1,6
2020,Yucatán,Extorsión,1,1
2020,Yucatán,Secuestro,1,0
2020,Zacatecas,Otros Delitos Contra el Patrimonio,0,8203
2020,Zacatecas,Otros Delitos,0,7578
2020,Zacatecas,Violencia familiar,1,3316
2020,Zacatecas,Robo con violencia,1,1456
2020,Zacatecas,Homicidio,1,920
2020,Zacatecas,Delitos Sexuales,0,560
2020,Zacatecas,Extorsión,1,362
2020,Zacatecas,Narcomenudeo,1,302
2020,Zacatecas,Secuestro,1,35
2020,Zacatecas,Feminicidio,1,10
2021,Aguascalientes,Otros Delitos Contra el Patrimonio,0,17924
2021,Aguascalientes,Otros Delitos,0,12650
2021,Aguascalientes,Violencia familiar,1,2288
2021,Aguascalientes,Narcomenudeo,1,1113
2021,Aguascalientes,Robo con violencia,1,870
2021,Aguascalientes,Delitos Sexuales,0,480
2021,Aguascalientes,Homicidio,1,220
2021,Aguascalientes,Extorsión,1,88
2021,Aguascalientes,Feminicidio,1,9
2021,Aguascalientes,Secuestro,1,3
2021,Baja California,Otros Delitos Contra el Patrimonio,0,34579
2021,Baja California,Otros Delitos,0,26928
2021,Baja California,Violencia familiar,1,12568
2021,Baja California,Robo con violencia,1,10090
2021,Baja California,Narcomenudeo,1,8051
2021,Baja California,Homicidio,1,3225
2021,Baja California,Delitos Sexuales,0,2445
2021,Baja California,Extorsión,1,169
2021,Baja California,Feminicidio,1,20
2021,Baja California,Secuestro,1,15
2021,Baja California Sur,Otros Delitos Contra el Patrimonio,0,7905
2021,Baja California Sur,Otros Delitos,0,6424
2021,Baja California Sur,Violencia familiar,1,2493
2021,Baja California Sur,Delitos Sexuales,0,705
2021,Baja California Sur,Robo con violencia,1,484
2021,Baja California Sur,Narcomenudeo,1,435
2021,Baja California Sur,Homicidio,1,120
2021,Baja California Sur,Extorsión,1,99
2021,Baja California Sur,Feminicidio,1,7
2021,Baja California Sur,Secuestro,1,5
2021,Campeche,Otros Delitos Contra el Patrimonio,0,2303
2021,Campeche,Otros Delitos,0,1784
2021,Campeche,Robo con violencia,1,468
2021,Campeche,Delitos Sexuales,0,384
2021,Campeche,Violencia familiar,1,314
2021,Campeche,Homicidio,1,172
2021,Campeche,Narcomenudeo,1,145
2021,Campeche,Extorsión,1,33
2021,Campeche,Feminicidio,1,7
2021,Campeche,Secuestro,1,1
2021,Chiapas,Otros Delitos,0,4988
2021,Chiapas,Violencia familiar,1,3971
2021,Chiapas,Otros Delitos Contra el Patrimonio,0,3667
2021,Chiapas,Narcomenudeo,1,1487
2021,Chiapas,Homicidio,1,1166
2021,Chiapas,Robo con violencia,1,889
2021,Chiapas,Delitos Sexuales,0,857
2021,Chiapas,Extorsión,1,49
2021,Chiapas,Feminicidio,1,46
2021,Chiapas,Secuestro,1,10
2021,Chihuahua,Otros Delitos Contra el Patrimonio,0,29746
2021,Chihuahua,Otros Delitos,0,18008
2021,Chihuahua,Violencia familiar,1,12968
2021,Chihuahua,Narcomenudeo,1,5101
2021,Chihuahua,Delitos Sexuales,0,3268
2021,Chihuahua,Homicidio,1,2388
2021,Chihuahua,Robo con violencia,1,1430
2021,Chihuahua,Feminicidio,1,44
2021,Chihuahua,Secuestro,1,33
2021,Chihuahua,Extorsión,1,20
2021,Ciudad de México,Otros Delitos Contra el Patrimonio,0,103367
2021,Ciudad de México,Otros Delitos,0,48373
2021,Ciudad de México,Violencia familiar,1,34848
2021,Ciudad de México,Robo con violencia,1,22470
2021,Ciudad de México,Delitos Sexuales,0,7576
2021,Ciudad de México,Narcomenudeo,1,4923
2021,Ciudad de México,Homicidio,1,1537
2021,Ciudad de México,Extorsión,1,532
2021,Ciudad de México,Feminicidio,1,68
2021,Ciudad de México,Secuestro,1,48
2021,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,17819
2021,Coahuila de Zaragoza,Otros Delitos,0,14200
2021,Coahuila de Zaragoza,Violencia familiar,1,11772
2021,Coahuila de Zaragoza,Narcomenudeo,1,9724
2021,Coahuila de Zaragoza,Delitos Sexuales,0,1705
2021,Coahuila de Zaragoza,Robo con violencia,1,403
2021,Coahuila de Zaragoza,Homicidio,1,361
2021,Coahuila de Zaragoza,Extorsión,1,36
2021,Coahuila de Zaragoza,Feminicidio,1,22
2021,Coahuila de Zaragoza,Secuestro,1,3
2021,Colima,Otros Delitos Contra el Patrimonio,0,13878
2021,Colima,Otros Delitos,0,7360
2021,Colima,Violencia familiar,1,4258
2021,Colima,Narcomenudeo,1,1420
2021,Colima,Homicidio,1,620
2021,Colima,Delitos Sexuales,0,599
2021,Colima,Robo con violencia,1,129
2021,Colima,Extorsión,1,93
2021,Colima,Secuestro,1,7
2021,Colima,Feminicidio,1,4
2021,Durango,Otros Delitos Contra el Patrimonio,0,12978
2021,Durango,Otros Delitos,0,7829
2021,Durango,Violencia familiar,1,5531
2021,Durango,Delitos Sexuales,0,995
2021,Durango,Narcomenudeo,1,955
2021,Durango,Robo con violencia,1,716
2021,Durango,Homicidio,1,369
2021,Durango,Extorsión,1,96
2021,Durango,Feminicidio,1,10
2021,Durango,Secuestro,1,0
2021,Guanajuato,Otros Delitos,0,43522
2021,Guanajuato,Otros Delitos Contra el Patrimonio,0,39148
2021,Guanajuato,Narcomenudeo,1,23976
2021,Guanajuato,Violencia familiar,1,11624
2021,Guanajuato,Robo con violencia,1,9900
2021,Guanajuato,Homicidio,1,3673
2021,Guanajuato,Delitos Sexuales,0,2451
2021,Guanajuato,Extorsión,1,291
2021,Guanajuato,Feminicidio,1,30
2021,Guanajuato,Secuestro,1,11
2021,Guerrero,Otros Delitos,0,7781
2021,Guerrero,Otros Delitos Contra el Patrimonio,0,7197
2021,Guerrero,Violencia familiar,1,3273
2021,Guerrero,Robo con violencia,1,2662
2021,Guerrero,Homicidio,1,1546
2021,Guerrero,Narcomenudeo,1,1073
2021,Guerrero,Delitos Sexuales,0,854
2021,Guerrero,Extorsión,1,212
2021,Guerrero,Feminicidio,1,17
2021,Guerrero,Secuestro,1,14
2021,Hidalgo,Otros Delitos,0,21539
2021,Hidalgo,Otros Delitos Contra el Patrimonio,0,12299
2021,Hidalgo,Violencia familiar,1,5870
2021,Hidalgo,Robo con violencia,1,3786
2021,Hidalgo,Delitos Sexuales,0,1497
2021,Hidalgo,Narcomenudeo,1,786
2021,Hidalgo,Homicidio,1,530
2021,Hidalgo,Extorsión,1,108
2021,Hidalgo,Secuestro,1,28
2021,Hidalgo,Feminicidio,1,21
2021,Jalisco,Otros Delitos Contra el Patrimonio,0,53366
2021,Jalisco,Otros Delitos,0,35944
2021,Jalisco,Robo con violencia,1,18879
2021,Jalisco,Violencia familiar,1,12619
2021,Jalisco,Delitos Sexuales,0,3251
2021,Jalisco,Homicidio,1,2734
2021,Jalisco,Narcomenudeo,1,1134
2021,Jalisco,Extorsión,1,565
2021,Jalisco,Feminicidio,1,77
2021,Jalisco,Secuestro,1,19
2021,Michoacán de Ocampo,Otros Delitos,0,16916
2021,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,16311
2021,Michoacán de Ocampo,Robo con violencia,1,5303
2021,Michoacán de Ocampo,Homicidio,1,3237
2021,Michoacán de Ocampo,Narcomenudeo,1,2514
2021,Michoacán de Ocampo,Delitos Sexuales,0,1343
2021,Michoacán de Ocampo,Violencia familiar,1,1184
2021,Michoacán de Ocampo,Extorsión,1,61
2021,Michoacán de Ocampo,Feminicidio,1,28
2021,Michoacán de Ocampo,Secuestro,1,28
2021,Morelos,Otros Delitos Contra el Patrimonio,0,17581
2021,Morelos,Otros Delitos,0,12002
2021,Morelos,Violencia familiar,1,4938
2021,Morelos,Robo con violencia,1,4357
2021,Morelos,Homicidio,1,1323
2021,Morelos,Delitos Sexuales,0,1139
2021,Morelos,Narcomenudeo,1,765
2021,Morelos,Extorsión,1,151
2021,Morelos,Feminicidio,1,23
2021,Morelos,Secuestro,1,22
2021,México,Otros Delitos,0,169975
2021,México,Otros Delitos Contra el Patrimonio,0,103316
2021,México,Robo con violencia,1,74788
2021,México,Violencia familiar,1,22139
2021,México,Delitos Sexuales,0,8403
2021,México,Homicidio,1,3718
2021,México,Narcomenudeo,1,3576
2021,México,Extorsión,1,3302
2021,México,Feminicidio,1,145
2021,México,Secuestro,1,130
2021,Nayarit,Otros Delitos,0,1954
2021,Nayarit,Otros Delitos Contra el Patrimonio,0,1109
2021,Nayarit,Violencia familiar,1,1063
2021,Nayarit,Homicidio,1,375
2021,Nayarit,Delitos Sexuales,0,214
2021,Nayarit,Narcomenudeo,1,182
2021,Nayarit,Robo con violencia,1,147
2021,Nayarit,Extorsión,1,14
2021,Nayarit,Feminicidio,1,7
2021,Nayarit,Secuestro,1,7
2021,Nuevo León,Otros Delitos,0,31578
2021,Nuevo León,Otros Delitos Contra el Patrimonio,0,28696
2021,Nuevo León,Violencia familiar,1,21029
2021,Nuevo León,Narcomenudeo,1,4369
2021,Nuevo León,Delitos Sexuales,0,3700
2021,Nuevo León,Robo con violencia,1,2575
2021,Nuevo León,Homicidio,1,1688
2021,Nuevo León,Extorsión,1,601
2021,Nuevo León,Feminicidio,1,66
2021,Nuevo León,Secuestro,1,19
2021,Oaxaca,Otros Delitos Contra el Patrimonio,0,13832
2021,Oaxaca,Otros Delitos,0,13263
2021,Oaxaca,Violencia familiar,1,6893
2021,Oaxaca,Robo con violencia,1,3833
2021,Oaxaca,Homicidio,1,1721
2021,Oaxaca,Delitos Sexuales,0,1572
2021,Oaxaca,Narcomenudeo,1,281
2021,Oaxaca,Extorsión,1,125
2021,Oaxaca,Feminicidio,1,43
2021,Oaxaca,Secuestro,1,27
2021,Puebla,Otros Delitos Contra el Patrimonio,0,29062
2021,Puebla,Otros Delitos,0,19568
2021,Puebla,Robo con violencia,1,12643
2021,Puebla,Violencia familiar,1,8717
2021,Puebla,Delitos Sexuales,0,2067
2021,Puebla,Narcomenudeo,1,1740
2021,Puebla,Homicidio,1,1171
2021,Puebla,Extorsión,1,117
2021,Puebla,Feminicidio,1,37
2021,Puebla,Secuestro,1,19
2021,Querétaro,Otros Delitos Contra el Patrimonio,0,26432
2021,Querétaro,Otros Delitos,0,17353
2021,Querétaro,Violencia familiar,1,3784
2021,Querétaro,Robo con violencia,1,2350
2021,Querétaro,Delitos Sexuales,0,2058
2021,Querétaro,Narcomenudeo,1,1154
2021,Querétaro,Homicidio,1,532
2021,Querétaro,Extorsión,1,257
2021,Querétaro,Secuestro,1,15
2021,Querétaro,Feminicidio,1,9
2021,Quintana Roo,Otros Delitos Contra el Patrimonio,0,21581
2021,Quintana Roo,Otros Delitos,0,12319
2021,Quintana Roo,Violencia familiar,1,5848
2021,Quintana Roo,Robo con violencia,1,3013
2021,Quintana Roo,Delitos Sexuales,0,2070
2021,Quintana Roo,Homicidio,1,1494
2021,Quintana Roo,Narcomenudeo,1,1279
2021,Quintana Roo,Extorsión,1,109
2021,Quintana Roo,Feminicidio,1,25
2021,Quintana Roo,Secuestro,1,15
2021,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,21684
2021,San Luis Potosí,Otros Delitos,0,12944
2021,San Luis Potosí,Violencia familiar,1,9034
2021,San Luis Potosí,Robo con violencia,1,3782
2021,San Luis Potosí,Delitos Sexuales,0,1591
2021,San Luis Potosí,Narcomenudeo,1,1022
2021,San Luis Potosí,Homicidio,1,853
2021,San Luis Potosí,Extorsión,1,122
2021,San Luis Potosí,Feminicidio,1,24
2021,San Luis Potosí,Secuestro,1,14
2021,Sinaloa,Otros Delitos,0,7838
2021,Sinaloa,Otros Delitos Contra el Patrimonio,0,7741
2021,Sinaloa,Violencia familiar,1,5733
2021,Sinaloa,Robo con violencia,1,3762
2021,Sinaloa,Homicidio,1,1228
2021,Sinaloa,Delitos Sexuales,0,833
2021,Sinaloa,Narcomenudeo,1,145
2021,Sinaloa,Extorsión,1,61
2021,Sinaloa,Feminicidio,1,40
2021,Sinaloa,Secuestro,1,5
2021,Sonora,Otros Delitos,0,10649
2021,Sonora,Otros Delitos Contra el Patrimonio,0,8057
2021,Sonora,Violencia familiar,1,7225
2021,Sonora,Robo con violencia,1,5095
2021,Sonora,Narcomenudeo,1,3013
2021,Sonora,Homicidio,1,1968
2021,Sonora,Delitos Sexuales,0,1161
2021,Sonora,Extorsión,1,80
2021,Sonora,Feminicidio,1,42
2021,Sonora,Secuestro,1,11
2021,Tabasco,Otros Delitos,0,21707
2021,Tabasco,Otros Delitos Contra el Patrimonio,0,13224
2021,Tabasco,Violencia familiar,1,7791
2021,Tabasco,Robo con violencia,1,4193
2021,Tabasco,Homicidio,1,837
2021,Tabasco,Delitos Sexuales,0,780
2021,Tabasco,Extorsión,1,104
2021,Tabasco,Narcomenudeo,1,48
2021,Tabasco,Secuestro,1,16
2021,Tabasco,Feminicidio,1,15
2021,Tamaulipas,Otros Delitos Contra el Patrimonio,0,12028
2021,Tamaulipas,Otros Delitos,0,10665
2021,Tamaulipas,Violencia familiar,1,7844
2021,Tamaulipas,Robo con violencia,1,3172
2021,Tamaulipas,Delitos Sexuales,0,1388
2021,Tamaulipas,Homicidio,1,1251
2021,Tamaulipas,Narcomenudeo,1,164
2021,Tamaulipas,Extorsión,1,96
2021,Tamaulipas,Secuestro,1,23
2021,Tamaulipas,Feminicidio,1,5
2021,Tlaxcala,Otros Delitos Contra el Patrimonio,0,2398
2021,Tlaxcala,Robo con violencia,1,902
2021,Tlaxcala,Otros Delitos,0,720
2021,Tlaxcala,Narcomenudeo,1,186
2021,Tlaxcala,Homicidio,1,157
2021,Tlaxcala,Violencia familiar,1,78
2021,Tlaxcala,Delitos Sexuales,0,62
2021,Tlaxcala,Feminicidio,1,10
2021,Tlaxcala,Secuestro,1,10
2021,Tlaxcala,Extorsión,1,4
2021,Veracruz de Ignacio de la Llave,Otros Delitos,0,31527
2021,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,30314
2021,Veracruz de Ignacio de la Llave,Violencia familiar,1,11706
2021,Veracruz de Ignacio de la Llave,Robo con violencia,1,9070
2021,Veracruz de Ignacio de la Llave,Homicidio,1,2064
2021,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,1785
2021,Veracruz de Ignacio de la Llave,Narcomenudeo,1,977
2021,Veracruz de Ignacio de la Llave,Extorsión,1,744
2021,Veracruz de Ignacio de la Llave,Feminicidio,1,67
2021,Veracruz de Ignacio de la Llave,Secuestro,1,52
2021,Yucatán,Otros Delitos,0,4565
2021,Yucatán,Otros Delitos Contra el Patrimonio,0,2507
2021,Yucatán,Violencia familiar,1,884
2021,Yucatán,Homicidio,1,231
2021,Yucatán,Narcomenudeo,1,223
2021,Yucatán,Delitos Sexuales,0,107
2021,Yucatán,Robo con violencia,1,39
2021,Yucatán,Feminicidio,1,5
2021,Yucatán,Extorsión,1,3
2021,Yucatán,Secuestro,1,1
2021,Zacatecas,Otros Delitos Contra el Patrimonio,0,8802
2021,Zacatecas,Otros Delitos,0,8115
2021,Zacatecas,Violencia familiar,1,3453
2021,Zacatecas,Robo con violencia,1,1741
2021,Zacatecas,Homicidio,1,1467
2021,Zacatecas,Delitos Sexuales,0,704
2021,Zacatecas,Extorsión,1,486
2021,Zacatecas,Narcomenudeo,1,314
2021,Zacatecas,Secuestro,1,17
2021,Zacatecas,Feminicidio,1,11
2022,Aguascalientes,Otros Delitos Contra el Patrimonio,0,19370
2022,Aguascalientes,Otros Delitos,0,13724
2022,Aguascalientes,Violencia familiar,1,2534
2022,Aguascalientes,Narcomenudeo,1,2079
2022,Aguascalientes,Robo con violencia,1,1028
2022,Aguascalientes,Delitos Sexuales,0,497
2022,Aguascalientes,Homicidio,1,226
2022,Aguascalientes,Extorsión,1,97
2022,Aguascalientes,Feminicidio,1,10
2022,Aguascalientes,Secuestro,1,5
2022,Baja California,Otros Delitos Contra el Patrimonio,0,38416
2022,Baja California,Otros Delitos,0,32741
2022,Baja California,Violencia familiar,1,13262
2022,Baja California,Narcomenudeo,1,9655
2022,Baja California,Robo con violencia,1,9270
2022,Baja California,Delitos Sexuales,0,3176
2022,Baja California,Homicidio,1,2993
2022,Baja California,Extorsión,1,172
2022,Baja California,Feminicidio,1,26
2022,Baja California,Secuestro,1,18
2022,Baja California Sur,Otros Delitos Contra el Patrimonio,0,8991
2022,Baja California Sur,Otros Delitos,0,6748
2022,Baja California Sur,Violencia familiar,1,2620
2022,Baja California Sur,Delitos Sexuales,0,843
2022,Baja California Sur,Narcomenudeo,1,519
2022,Baja California Sur,Robo con violencia,1,480
2022,Baja California Sur,Extorsión,1,164
2022,Baja California Sur,Homicidio,1,112
2022,Baja California Sur,Feminicidio,1,6
2022,Baja California Sur,Secuestro,1,3
2022,Campeche,Otros Delitos Contra el Patrimonio,0,10668
2022,Campeche,Otros Delitos,0,10592
2022,Campeche,Violencia familiar,1,1957
2022,Campeche,Robo con violencia,1,964
2022,Campeche,Delitos Sexuales,0,824
2022,Campeche,Narcomenudeo,1,224
2022,Campeche,Homicidio,1,203
2022,Campeche,Extorsión,1,90
2022,Campeche,Feminicidio,1,11
2022,Campeche,Secuestro,1,3
2022,Chiapas,Otros Delitos,0,5988
2022,Chiapas,Otros Delitos Contra el Patrimonio,0,3450
2022,Chiapas,Narcomenudeo,1,1893
2022,Chiapas,Violencia familiar,1,1776
2022,Chiapas,Homicidio,1,1122
2022,Chiapas,Robo con violencia,1,951
2022,Chiapas,Delitos Sexuales,0,738
2022,Chiapas,Feminicidio,1,44
2022,Chiapas,Extorsión,1,29
2022,Chiapas,Secuestro,1,11
2022,Chihuahua,Otros Delitos Contra el Patrimonio,0,32819
2022,Chihuahua,Otros Delitos,0,15953
2022,Chihuahua,Violencia familiar,1,13513
2022,Chihuahua,Delitos Sexuales,0,3847
2022,Chihuahua,Narcomenudeo,1,3525
2022,Chihuahua,Homicidio,1,2066
2022,Chihuahua,Robo con violencia,1,1420
2022,Chihuahua,Feminicidio,1,43
2022,Chihuahua,Secuestro,1,21
2022,Chihuahua,Extorsión,1,6
2022,Ciudad de México,Otros Delitos Contra el Patrimonio,0,107425
2022,Ciudad de México,Otros Delitos,0,54813
2022,Ciudad de México,Violencia familiar,1,37024
2022,Ciudad de México,Robo con violencia,1,18430
2022,Ciudad de México,Delitos Sexuales,0,8662
2022,Ciudad de México,Narcomenudeo,1,4394
2022,Ciudad de México,Homicidio,1,1437
2022,Ciudad de México,Extorsión,1,357
2022,Ciudad de México,Feminicidio,1,75
2022,Ciudad de México,Secuestro,1,27
2022,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,19484
2022,Coahuila de Zaragoza,Otros Delitos,0,18446
2022,Coahuila de Zaragoza,Violencia familiar,1,12718
2022,Coahuila de Zaragoza,Narcomenudeo,1,11032
2022,Coahuila de Zaragoza,Delitos Sexuales,0,2037
2022,Coahuila de Zaragoza,Robo con violencia,1,441
2022,Coahuila de Zaragoza,Homicidio,1,392
2022,Coahuila de Zaragoza,Extorsión,1,34
2022,Coahuila de Zaragoza,Feminicidio,1,23
2022,Coahuila de Zaragoza,Secuestro,1,4
2022,Colima,Otros Delitos Contra el Patrimonio,0,12856
2022,Colima,Otros Delitos,0,7686
2022,Colima,Violencia familiar,1,4405
2022,Colima,Narcomenudeo,1,1965
2022,Colima,Homicidio,1,901
2022,Colima,Delitos Sexuales,0,630
2022,Colima,Extorsión,1,142
2022,Colima,Robo con violencia,1,109
2022,Colima,Feminicidio,1,18
2022,Colima,Secuestro,1,7
2022,Durango,Otros Delitos Contra el Patrimonio,0,10891
2022,Durango,Otros Delitos,0,7237
2022,Durango,Violencia familiar,1,5079
2022,Durango,Delitos Sexuales,0,1012
2022,Durango,Robo con violencia,1,955
2022,Durango,Narcomenudeo,1,831
2022,Durango,Homicidio,1,345
2022,Durango,Extorsión,1,65
2022,Durango,Feminicidio,1,18
2022,Durango,Secuestro,1,1
2022,Guanajuato,Otros Delitos,0,46468
2022,Guanajuato,Otros Delitos Contra el Patrimonio,0,42319
2022,Guanajuato,Narcomenudeo,1,22359
2022,Guanajuato,Violencia familiar,1,13724
2022,Guanajuato,Robo con violencia,1,9557
2022,Guanajuato,Homicidio,1,3513
2022,Guanajuato,Delitos Sexuales,0,2847
2022,Guanajuato,Extorsión,1,523
2022,Guanajuato,Feminicidio,1,21
2022,Guanajuato,Secuestro,1,9
2022,Guerrero,Otros Delitos,0,9591
2022,Guerrero,Otros Delitos Contra el Patrimonio,0,7665
2022,Guerrero,Violencia familiar,1,3467
2022,Guerrero,Robo con violencia,1,2665
2022,Guerrero,Homicidio,1,1574
2022,Guerrero,Delitos Sexuales,0,1077
2022,Guerrero,Narcomenudeo,1,791
2022,Guerrero,Extorsión,1,260
2022,Guerrero,Secuestro,1,16
2022,Guerrero,Feminicidio,1,12
2022,Hidalgo,Otros Delitos,0,24092
2022,Hidalgo,Otros Delitos Contra el Patrimonio,0,14861
2022,Hidalgo,Violencia familiar,1,6929
2022,Hidalgo,Robo con violencia,1,3576
2022,Hidalgo,Delitos Sexuales,0,1834
2022,Hidalgo,Homicidio,1,545
2022,Hidalgo,Narcomenudeo,1,485
2022,Hidalgo,Extorsión,1,232
2022,Hidalgo,Feminicidio,1,19
2022,Hidalgo,Secuestro,1,15
2022,Jalisco,Otros Delitos Contra el Patrimonio,0,50427
2022,Jalisco,Otros Delitos,0,39464
2022,Jalisco,Robo con violencia,1,15826
2022,Jalisco,Violencia familiar,1,13747
2022,Jalisco,Delitos Sexuales,0,4238
2022,Jalisco,Homicidio,1,2648
2022,Jalisco,Narcomenudeo,1,1322
2022,Jalisco,Extorsión,1,663
2022,Jalisco,Feminicidio,1,41
2022,Jalisco,Secuestro,1,22
2022,Michoacán de Ocampo,Otros Delitos,0,17190
2022,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,15830
2022,Michoacán de Ocampo,Robo con violencia,1,4231
2022,Michoacán de Ocampo,Homicidio,1,3034
2022,Michoacán de Ocampo,Narcomenudeo,1,2031
2022,Michoacán de Ocampo,Delitos Sexuales,0,1467
2022,Michoacán de Ocampo,Violencia familiar,1,1444
2022,Michoacán de Ocampo,Extorsión,1,65
2022,Michoacán de Ocampo,Feminicidio,1,43
2022,Michoacán de Ocampo,Secuestro,1,39
2022,Morelos,Otros Delitos Contra el Patrimonio,0,18450
2022,Morelos,Otros Delitos,0,12761
2022,Morelos,Violencia familiar,1,5206
2022,Morelos,Robo con violencia,1,4341
2022,Morelos,Homicidio,1,1350
2022,Morelos,Delitos Sexuales,0,1310
2022,Morelos,Narcomenudeo,1,665
2022,Morelos,Extorsión,1,147
2022,Morelos,Feminicidio,1,32
2022,Morelos,Secuestro,1,23
2022,México,Otros Delitos,0,166246
2022,México,Otros Delitos Contra el Patrimonio,0,107631
2022,México,Robo con violencia,1,71551
2022,México,Violencia familiar,1,27449
2022,México,Delitos Sexuales,0,13320
2022,México,Extorsión,1,4153
2022,México,Homicidio,1,3822
2022,México,Narcomenudeo,1,3111
2022,México,Feminicidio,1,138
2022,México,Secuestro,1,92
2022,Nayarit,Otros Delitos,0,3713
2022,Nayarit,Otros Delitos Contra el Patrimonio,0,2051
2022,Nayarit,Violencia familiar,1,1947
2022,Nayarit,Narcomenudeo,1,470
2022,Nayarit,Homicidio,1,352
2022,Nayarit,Delitos Sexuales,0,345
2022,Nayarit,Robo con violencia,1,252
2022,Nayarit,Extorsión,1,17
