year,state,type_of_crime,is_high_impact,total,total_population,crime_per_100k
2019,Yucatán,Homicide,1,133,2320898,5.730540506304025
2019,Yucatán,Theft with violence,1,95,2320898,4.093243218788589
2019,Yucatán,Extortion,1,7,2320898,0.30160739506863293
2019,Yucatán,Feminicide,1,3,2320898,0.12926031217227127
2019,Yucatán,Kidnapping,1,0,2320898,0.0
2019,Zacatecas,Domestic violence,1,2794,1622138,172.24181913006169
2019,Zacatecas,Theft with violence,1,1710,1622138,105.41643189420381
2019,Zacatecas,Homicide,1,666,1622138,41.056926106163594
2019,Zacatecas,Sexual crimes,1,626,1622138,38.59104465834596
2019,Zacatecas,Extortion,1,339,1622138,20.898345270254442
2019,Zacatecas,Drug dealing,1,330,1622138,20.343521944495475
2019,Zacatecas,Kidnapping,1,47,1622138,2.897410701185719
2019,Zacatecas,Feminicide,1,11,1622138,0.6781173981498492
2020,Aguascalientes,Domestic violence,1,2153,1425607,151.0233886337539
2020,Aguascalientes,Drug dealing,1,2099,1425607,147.23552844507637
2020,Aguascalientes,Theft with violence,1,976,1425607,68.46206563239379
2020,Aguascalientes,Sexual crimes,1,374,1425607,26.234439084544338
2020,Aguascalientes,Homicide,1,221,1425607,15.502168549958018
2020,Aguascalientes,Extortion,1,104,1425607,7.2951381411567136
2020,Aguascalientes,Kidnapping,1,12,1425607,0.8417467085950054
2020,Aguascalientes,Feminicide,1,3,1425607,0.21043667714875136
2020,Baja California,Domestic violence,1,10781,3769020,286.04252564327066
2020,Baja California,Drug dealing,1,9916,3769020,263.09226271020054
2020,Baja California,Theft with violence,1,8316,3769020,220.64090930798986
2020,Baja California,Homicide,1,3067,3769020,81.37393805286256
2020,Baja California,Sexual crimes,1,2342,3769020,62.13816854248584
2020,Baja California,Extortion,1,127,3769020,3.3695761763004706
2020,Baja California,Feminicide,1,31,3769020,0.8224949721678314
2020,Baja California,Kidnapping,1,14,3769020,0.37144934226934323
2020,Baja California Sur,Domestic violence,1,2490,798447,311.855389274429
2020,Baja California Sur,Sexual crimes,1,631,798447,79.02841390849987
2020,Baja California Sur,Theft with violence,1,624,798447,78.15171201094124
2020,Baja California Sur,Drug dealing,1,436,798447,54.60600390508074
2020,Baja California Sur,Homicide,1,118,798447,14.778689130274145
2020,Baja California Sur,Extortion,1,89,798447,11.146638411816939
2020,Baja California Sur,Kidnapping,1,5,798447,0.6262156411133113
2020,Baja California Sur,Feminicide,1,4,798447,0.5009725128906489
2020,Campeche,Sexual crimes,1,257,928363,27.683136876415798
2020,Campeche,Theft with violence,1,249,928363,26.82140498921219
2020,Campeche,Homicide,1,122,928363,13.141411279854971
2020,Campeche,Drug dealing,1,111,928363,11.956529934950014
2020,Campeche,Domestic violence,1,45,928363,4.847241865520276
2020,Campeche,Extortion,1,13,928363,1.4003143167058576
2020,Campeche,Feminicide,1,3,928363,0.32314945770135173
2020,Campeche,Kidnapping,1,2,928363,0.21543297180090115
2020,Chiapas,Domestic violence,1,4474,5543828,80.7023594527103
2020,Chiapas,Theft with violence,1,1519,5543828,27.399839966174994
2020,Chiapas,Drug dealing,1,1103,5543828,19.895999659441095
2020,Chiapas,Homicide,1,1065,5543828,19.210552708345208
2020,Chiapas,Sexual crimes,1,707,5543828,12.752920905915552
2020,Chiapas,Extortion,1,72,5543828,1.2987415915500986
2020,Chiapas,Feminicide,1,28,5543828,0.505066174491705
2020,Chiapas,Kidnapping,1,13,5543828,0.23449500958543448
2020,Chihuahua,Domestic violence,1,11293,3741869,301.80105182730875
2020,Chihuahua,Drug dealing,1,7995,3741869,213.66327896567196
2020,Chihuahua,Homicide,1,2567,3741869,68.60208093869669
2020,Chihuahua,Sexual crimes,1,2535,3741869,67.74689333057891
2020,Chihuahua,Theft with violence,1,1501,3741869,40.11364374327375
2020,Chihuahua,Feminicide,1,30,3741869,0.8017383826104014
2020,Chihuahua,Kidnapping,1,20,3741869,0.5344922550736009
2020,Chihuahua,Extortion,1,16,3741869,0.4275938040588807
2020,Ciudad de México,Domestic violence,1,27765,9209944,301.467631073544
2020,Ciudad de México,Theft with violence,1,24774,9209944,268.9918635770207
2020,Ciudad de México,Sexual crimes,1,5691,9209944,61.79190666088741
2020,Ciudad de México,Drug dealing,1,5404,9209944,58.675709646008706
2020,Ciudad de México,Homicide,1,1761,9209944,19.120637432757462
2020,Ciudad de México,Extortion,1,344,9209944,3.735093286126387
2020,Ciudad de México,Feminicide,1,78,9209944,0.846910686970518
2020,Ciudad de México,Kidnapping,1,68,9209944,0.7383323937691695
2020,Coahuila de Zaragoza,Drug dealing,1,10072,3146771,320.0741331352043
2020,Coahuila de Zaragoza,Domestic violence,1,9281,3146771,294.9372547287362
2020,Coahuila de Zaragoza,Sexual crimes,1,1116,3146771,35.46492579218506
2020,Coahuila de Zaragoza,Theft with violence,1,580,3146771,18.431592257587223
2020,Coahuila de Zaragoza,Homicide,1,390,3146771,12.393656862860373
2020,Coahuila de Zaragoza,Extortion,1,37,3146771,1.1758084716047021
2020,Coahuila de Zaragoza,Feminicide,1,24,3146771,0.762686576176023
2020,Coahuila de Zaragoza,Kidnapping,1,8,3146771,0.25422885872534096
2020,Colima,Domestic violence,1,4338,731391,593.1164042215449
2020,Colima,Drug dealing,1,1201,731391,164.20765363533323
2020,Colima,Homicide,1,657,731391,89.82883300450786
2020,Colima,Sexual crimes,1,506,731391,69.18324124852506
2020,Colima,Theft with violence,1,131,731391,17.911076291614197
2020,Colima,Extortion,1,98,731391,13.399125775406041
2020,Colima,Feminicide,1,7,731391,0.957080412529003
2020,Colima,Kidnapping,1,7,731391,0.957080412529003
2020,Durango,Domestic violence,1,5219,1832650,284.7788721250648
2020,Durango,Sexual crimes,1,746,1832650,40.70608135759692
2020,Durango,Drug dealing,1,746,1832650,40.70608135759692
2020,Durango,Theft with violence,1,682,1832650,37.2138706245055
2020,Durango,Homicide,1,314,1832650,17.133658909229805
2020,Durango,Extortion,1,101,1832650,5.511145063159905
2020,Durango,Feminicide,1,12,1832650,0.6547895124546422
2020,Durango,Kidnapping,1,1,1832650,0.05456579270455352
2020,Guanajuato,Drug dealing,1,14932,6166934,242.13004387593577
2020,Guanajuato,Theft with violence,1,13097,6166934,212.37457705887562
2020,Guanajuato,Domestic violence,1,10035,6166934,162.7226754818521
2020,Guanajuato,Homicide,1,4940,6166934,80.10463546391124
2020,Guanajuato,Sexual crimes,1,1976,6166934,32.041854185564496
2020,Guanajuato,Feminicide,1,19,6166934,0.30809475178427403
2020,Guanajuato,Extortion,1,17,6166934,0.27566372528066624
2020,Guanajuato,Kidnapping,1,14,6166934,0.22701718552525454
2020,Guerrero,Domestic violence,1,2996,3540685,84.61639485014905
2020,Guerrero,Theft with violence,1,2795,3540685,78.93952723837336
2020,Guerrero,Homicide,1,1469,3540685,41.489146874121815
2020,Guerrero,Drug dealing,1,766,3540685,21.63423179413023
2020,Guerrero,Sexual crimes,1,760,3540685,21.464773059450362
2020,Guerrero,Extortion,1,241,3540685,6.806592509641496
2020,Guerrero,Kidnapping,1,22,3540685,0.6213486938261946
2020,Guerrero,Feminicide,1,13,3540685,0.36716059180638777
2020,Hidalgo,Domestic violence,1,5724,3082841,185.67289068751842
2020,Hidalgo,Theft with violence,1,3749,3082841,121.60860712569996
2020,Hidalgo,Sexual crimes,1,1466,3082841,47.55353908943082
2020,Hidalgo,Homicide,1,539,3082841,17.483872830288686
2020,Hidalgo,Drug dealing,1,363,3082841,11.774853130602583
2020,Hidalgo,Extortion,1,133,3082841,4.31420238669461
2020,Hidalgo,Kidnapping,1,22,3082841,0.7136274624607627
2020,Hidalgo,Feminicide,1,19,3082841,0.6163146266706586
2020,Jalisco,Theft with violence,1,21329,8348151,255.49370153941874
2020,Jalisco,Domestic violence,1,11892,8348151,142.45070555144488
2020,Jalisco,Sexual crimes,1,2829,8348151,33.88774352548247
2020,Jalisco,Homicide,1,2626,8348151,31.456067337545765
2020,Jalisco,Drug dealing,1,1067,8348151,12.781273362209188
2020,Jalisco,Extortion,1,730,8348151,8.744451316225593
2020,Jalisco,Feminicide,1,70,8348151,0.8385090303230021
2020,Jalisco,Kidnapping,1,13,8348151,0.15572310563141467
2020,Michoacán de Ocampo,Theft with violence,1,5878,4748846,123.77743982432784
2020,Michoacán de Ocampo,Homicide,1,2921,4748846,61.509680457104736
2020,Michoacán de Ocampo,Drug dealing,1,2010,4748846,42.326072481609216
2020,Michoacán de Ocampo,Domestic violence,1,1185,4748846,24.953430791396478
2020,Michoacán de Ocampo,Sexual crimes,1,1100,4748846,23.163522253616982
2020,Michoacán de Ocampo,Kidnapping,1,48,4748846,1.010771880157832
2020,Michoacán de Ocampo,Extortion,1,29,4748846,0.6106746775953569
2020,Michoacán de Ocampo,Feminicide,1,21,4748846,0.4422126975690515
2020,Morelos,Domestic violence,1,4946,1971520,250.87242330790457
2020,Morelos,Theft with violence,1,4150,1971520,210.49748417464698
2020,Morelos,Homicide,1,1033,1971520,52.39612075961694
2020,Morelos,Sexual crimes,1,988,1971520,50.11361791916897
2020,Morelos,Drug dealing,1,884,1971520,44.83850024346697
2020,Morelos,Extortion,1,135,1971520,6.847508521343937
2020,Morelos,Kidnapping,1,57,1971520,2.89117026456744
2020,Morelos,Feminicide,1,35,1971520,1.775279987015095
2020,México,Theft with violence,1,75006,16992418,441.4086329561808
2020,México,Domestic violence,1,16915,16992418,99.54439680097325
2020,México,Sexual crimes,1,6056,16992418,35.63942459513414
2020,México,Drug dealing,1,3941,16992418,23.192696883986727
2020,México,Homicide,1,3575,16992418,21.038795067305898
2020,México,Extortion,1,2995,16992418,17.62550803540732
2020,México,Kidnapping,1,155,16992418,0.9121715343866895
2020,México,Feminicide,1,151,16992418,0.8886316238218717
2020,Nayarit,Domestic violence,1,864,1235456,69.93369249896394
2020,Nayarit,Homicide,1,308,1235456,24.930066307501036
2020,Nayarit,Sexual crimes,1,161,1235456,13.031625569830085
2020,Nayarit,Theft with violence,1,143,1235456,11.574673642768339
2020,Nayarit,Drug dealing,1,129,1235456,10.441488810609199
2020,Nayarit,Feminicide,1,12,1235456,0.9713012847078326
2020,Nayarit,Extortion,1,8,1235456,0.6475341898052217
2020,Nayarit,Kidnapping,1,3,1235456,0.24282532117695815
2020,Nuevo León,Domestic violence,1,17940,5784442,310.14227474318176
2020,Nuevo León,Drug dealing,1,3869,5784442,66.88631332114662
2020,Nuevo León,Sexual crimes,1,2892,5784442,49.99617940676041
2020,Nuevo León,Theft with violence,1,2680,5784442,46.33117593710854
2020,Nuevo León,Homicide,1,1347,5784442,23.286602234061643
2020,Nuevo León,Extortion,1,389,5784442,6.724935611766874
2020,Nuevo León,Feminicide,1,67,5784442,1.1582793984277135
2020,Nuevo León,Kidnapping,1,16,5784442,0.2766040354454241
2020,Oaxaca,Domestic violence,1,6476,4132148,156.72236328418052
2020,Oaxaca,Theft with violence,1,3587,4132148,86.8071521155583
2020,Oaxaca,Homicide,1,1651,4132148,39.955006451850224
2020,Oaxaca,Sexual crimes,1,1459,4132148,35.30851266701968
2020,Oaxaca,Drug dealing,1,254,4132148,6.146924069515419
2020,Oaxaca,Extortion,1,113,4132148,2.7346551962804817
2020,Oaxaca,Feminicide,1,36,4132148,0.8712175846557286
2020,Oaxaca,Kidnapping,1,31,4132148,0.750215142342433
2020,Puebla,Theft with violence,1,12691,6583278,192.7763038413386
2020,Puebla,Domestic violence,1,9124,6583278,138.59356995101834
2020,Puebla,Sexual crimes,1,1755,6583278,26.658451914076846
2020,Puebla,Drug dealing,1,1273,6583278,19.336871388387365
2020,Puebla,Homicide,1,1266,6583278,19.23054138075287
2020,Puebla,Extortion,1,145,6583278,2.2025501581431013
2020,Puebla,Feminicide,1,52,6583278,0.7898800567133881
2020,Puebla,Kidnapping,1,27,6583278,0.4101300294473361
2020,Querétaro,Domestic violence,1,3552,2368467,149.97042390710953
2020,Querétaro,Theft with violence,1,3117,2368467,131.60411354686386
2020,Querétaro,Sexual crimes,1,1715,2368467,72.40970636280767
2020,Querétaro,Drug dealing,1,1134,2368467,47.87907114601977
2020,Querétaro,Homicide,1,465,2368467,19.632952454055726
2020,Querétaro,Extortion,1,242,2368467,10.217579556734378
2020,Querétaro,Feminicide,1,11,2368467,0.4644354343970171
2020,Querétaro,Kidnapping,1,9,2368467,0.37999262814301404
2020,Quintana Roo,Domestic violence,1,4813,1857985,259.044071938148
2020,Quintana Roo,Theft with violence,1,4405,1857985,237.0847988546732
2020,Quintana Roo,Sexual crimes,1,1441,1857985,77.55713851295893
2020,Quintana Roo,Homicide,1,1364,1857985,73.4128639359306
2020,Quintana Roo,Drug dealing,1,1028,1857985,55.32875669071602
2020,Quintana Roo,Extortion,1,197,1857985,10.602884307462116
2020,Quintana Roo,Feminicide,1,15,1857985,0.807326216304222
2020,Quintana Roo,Kidnapping,1,11,1857985,0.5920392252897628
2020,San Luis Potosí,Domestic violence,1,7781,2822255,275.70152236420876
2020,San Luis Potosí,Theft with violence,1,3181,2822255,112.71128937675724
2020,San Luis Potosí,Sexual crimes,1,1361,2822255,48.22384936867859
2020,San Luis Potosí,Drug dealing,1,1357,2822255,48.0821187312982
2020,San Luis Potosí,Homicide,1,967,2822255,34.26338158670992
2020,San Luis Potosí,Extortion,1,151,2822255,5.350331561109821
2020,San Luis Potosí,Feminicide,1,27,2822255,0.9566818023176502
2020,San Luis Potosí,Kidnapping,1,16,2822255,0.5669225495215705
2020,Sinaloa,Domestic violence,1,5138,3026943,169.74221186193463
2020,Sinaloa,Theft with violence,1,3265,3026943,107.86460134862136
2020,Sinaloa,Homicide,1,1313,3026943,43.37709695887897
2020,Sinaloa,Sexual crimes,1,677,3026943,22.365799422057172
2020,Sinaloa,Drug dealing,1,269,3026943,8.8868538323979
2020,Sinaloa,Extortion,1,58,3026943,1.9161246181378375
2020,Sinaloa,Feminicide,1,26,3026943,0.8589524150273065
2020,Sinaloa,Kidnapping,1,11,3026943,0.363402944819245
2020,Sonora,Domestic violence,1,5450,2944840,185.06947745887723
2020,Sonora,Theft with violence,1,5288,2944840,179.56832968853993
2020,Sonora,Drug dealing,1,2772,2944840,94.13075073688213
2020,Sonora,Homicide,1,1712,2944840,58.135586313687675
2020,Sonora,Sexual crimes,1,873,2944840,29.64507409570639
2020,Sonora,Extortion,1,55,2944840,1.8676736257317885
2020,Sonora,Feminicide,1,30,2944840,1.0187310685809756
2020,Sonora,Kidnapping,1,3,2944840,0.10187310685809756
2020,Tabasco,Theft with violence,1,7440,2402598,309.6647878671338
2020,Tabasco,Domestic violence,1,6445,2402598,268.2512846510319
2020,Tabasco,Homicide,1,832,2402598,34.62918057869024
2020,Tabasco,Sexual crimes,1,656,2402598,27.30377699473653
2020,Tabasco,Extortion,1,105,2402598,4.370269183608744
2020,Tabasco,Drug dealing,1,87,2402598,3.6210801807043875
2020,Tabasco,Kidnapping,1,32,2402598,1.331891560718855
2020,Tabasco,Feminicide,1,15,2402598,0.6243241690869633
2020,Tamaulipas,Domestic violence,1,6467,3527735,183.31875835344775
2020,Tamaulipas,Theft with violence,1,3474,3527735,98.4767846791213
2020,Tamaulipas,Homicide,1,1264,3527735,35.83035573817194
2020,Tamaulipas,Sexual crimes,1,1069,3527735,30.302729655147
2020,Tamaulipas,Drug dealing,1,194,3527735,5.499279282599175
2020,Tamaulipas,Extortion,1,137,3527735,3.8835116583303453
2020,Tamaulipas,Kidnapping,1,21,3527735,0.5952828089411478
2020,Tamaulipas,Feminicide,1,11,3527735,0.31181480468345835
2020,Tlaxcala,Theft with violence,1,868,1342977,64.6325290753304
2020,Tlaxcala,Drug dealing,1,218,1342977,16.23259370785948
2020,Tlaxcala,Homicide,1,148,1342977,11.020292975977995
2020,Tlaxcala,Sexual crimes,1,68,1342977,5.063377853827728
2020,Tlaxcala,Domestic violence,1,18,1342977,1.3403059024838102
2020,Tlaxcala,Kidnapping,1,15,1342977,1.1169215854031753
2020,Tlaxcala,Feminicide,1,8,1342977,0.5956915122150268
2020,Tlaxcala,Extortion,1,2,1342977,0.1489228780537567
2020,Veracruz de Ignacio de la Llave,Domestic violence,1,10386,8062579,128.81734244092368
2020,Veracruz de Ignacio de la Llave,Theft with violence,1,9930,8062579,123.16158390510036
2020,Veracruz de Ignacio de la Llave,Homicide,1,2181,8062579,27.05089773383926
2020,Veracruz de Ignacio de la Llave,Sexual crimes,1,1390,8062579,17.240141150865004
2020,Veracruz de Ignacio de la Llave,Extortion,1,714,8062579,8.855727181091806
2020,Veracruz de Ignacio de la Llave,Drug dealing,1,644,8062579,7.987518633925944
2020,Veracruz de Ignacio de la Llave,Kidnapping,1,122,8062579,1.5131634679176476
2020,Veracruz de Ignacio de la Llave,Feminicide,1,73,8062579,0.9054174849015433
2020,Yucatán,Domestic violence,1,726,2320898,31.280995545689642
2020,Yucatán,Drug dealing,1,165,2320898,7.109317169474919
2020,Yucatán,Homicide,1,153,2320898,6.592275920785833
2020,Yucatán,Sexual crimes,1,112,2320898,4.825718321098127
2020,Yucatán,Theft with violence,1,30,2320898,1.2926031217227125
2020,Yucatán,Feminicide,1,6,2320898,0.25852062434454254
2020,Yucatán,Extortion,1,1,2320898,0.043086770724090416
2020,Yucatán,Kidnapping,1,0,2320898,0.0
2020,Zacatecas,Domestic violence,1,3316,1622138,204.42157202408177
2020,Zacatecas,Theft with violence,1,1456,1622138,89.75808470056185
2020,Zacatecas,Homicide,1,920,1622138,56.71527329980556
2020,Zacatecas,Sexual crimes,1,560,1622138,34.522340269446865
2020,Zacatecas,Extortion,1,362,1622138,22.31622710274958
2020,Zacatecas,Drug dealing,1,302,1622138,18.61740493102313
2020,Zacatecas,Kidnapping,1,35,1622138,2.157646266840429
2020,Zacatecas,Feminicide,1,10,1622138,0.6164703619544083
2021,Aguascalientes,Domestic violence,1,2288,1425607,160.4930391054477
2021,Aguascalientes,Drug dealing,1,1113,1425607,78.07200722218677
2021,Aguascalientes,Theft with violence,1,870,1425607,61.02663637313789
2021,Aguascalientes,Sexual crimes,1,480,1425607,33.66986834380022
2021,Aguascalientes,Homicide,1,220,1425607,15.432022990908434
2021,Aguascalientes,Extortion,1,88,1425607,6.1728091963633736
2021,Aguascalientes,Feminicide,1,9,1425607,0.6313100314462541
2021,Aguascalientes,Kidnapping,1,3,1425607,0.21043667714875136
2021,Baja California,Domestic violence,1,12568,3769020,333.4553809743647
2021,Baja California,Theft with violence,1,10090,3769020,267.7088473926909
2021,Baja California,Drug dealing,1,8051,3769020,213.60990390074872
2021,Baja California,Homicide,1,3225,3769020,85.56600920133084
2021,Baja California,Sexual crimes,1,2445,3769020,64.87097441775316
2021,Baja California,Extortion,1,169,3769020,4.4839242031085
2021,Baja California,Feminicide,1,20,3769020,0.5306419175276332
2021,Baja California,Kidnapping,1,15,3769020,0.39798143814572484
2021,Baja California Sur,Domestic violence,1,2493,798447,312.231118659097
2021,Baja California Sur,Sexual crimes,1,705,798447,88.29640539697688
2021,Baja California Sur,Theft with violence,1,484,798447,60.617674059768525
2021,Baja California Sur,Drug dealing,1,435,798447,54.48076077685807
2021,Baja California Sur,Homicide,1,120,798447,15.029175386719471
2021,Baja California Sur,Extortion,1,99,798447,12.399069694043563
2021,Baja California Sur,Feminicide,1,7,798447,0.8767018975586357
2021,Baja California Sur,Kidnapping,1,5,798447,0.6262156411133113
2021,Campeche,Theft with violence,1,468,928363,50.41131540141087
2021,Campeche,Sexual crimes,1,384,928363,41.36313058577302
2021,Campeche,Domestic violence,1,314,928363,33.82297657274148
2021,Campeche,Homicide,1,172,928363,18.5272355748775
2021,Campeche,Drug dealing,1,145,928363,15.618890455565333
2021,Campeche,Extortion,1,33,928363,3.5546440347148693
2021,Campeche,Feminicide,1,7,928363,0.754015401303154
2021,Campeche,Kidnapping,1,1,928363,0.10771648590045058
2021,Chiapas,Domestic violence,1,3971,5543828,71.62920638952002
2021,Chiapas,Drug dealing,1,1487,5543828,26.82262148104162
2021,Chiapas,Homicide,1,1166,5543828,21.032398552047432
2021,Chiapas,Theft with violence,1,889,5543828,16.035851040111634
2021,Chiapas,Sexual crimes,1,857,5543828,15.458632554978257
2021,Chiapas,Extortion,1,49,5543828,0.8838658053604839
2021,Chiapas,Feminicide,1,46,5543828,0.8297515723792297
2021,Chiapas,Kidnapping,1,10,5543828,0.18038077660418037
2021,Chihuahua,Domestic violence,1,12968,3741869,346.56477818972286
2021,Chihuahua,Drug dealing,1,5101,3741869,136.3222496565219
2021,Chihuahua,Sexual crimes,1,3268,3741869,87.3360344790264
2021,Chihuahua,Homicide,1,2388,3741869,63.81837525578795
2021,Chihuahua,Theft with violence,1,1430,3741869,38.21619623776247
2021,Chihuahua,Feminicide,1,44,3741869,1.1758829611619221
2021,Chihuahua,Kidnapping,1,33,3741869,0.8819122208714416
2021,Chihuahua,Extortion,1,20,3741869,0.5344922550736009
2021,Ciudad de México,Domestic violence,1,34848,9209944,378.37363614805906
2021,Ciudad de México,Theft with violence,1,22470,9209944,243.97542482343
2021,Ciudad de México,Sexual crimes,1,7576,9209944,82.2589149293416
2021,Ciudad de México,Drug dealing,1,4923,9209944,53.45309374302384
2021,Ciudad de México,Homicide,1,1537,9209944,16.688483665047258
2021,Ciudad de México,Extortion,1,532,9209944,5.776365198311738
2021,Ciudad de México,Feminicide,1,68,9209944,0.7383323937691695
2021,Ciudad de México,Kidnapping,1,48,9209944,0.5211758073664726
2021,Coahuila de Zaragoza,Domestic violence,1,11772,3146771,374.09776561433927
2021,Coahuila de Zaragoza,Drug dealing,1,9724,3146771,309.015177780652
2021,Coahuila de Zaragoza,Sexual crimes,1,1705,3146771,54.18252551583831
2021,Coahuila de Zaragoza,Theft with violence,1,403,3146771,12.806778758289052
2021,Coahuila de Zaragoza,Homicide,1,361,3146771,11.472077249981012
2021,Coahuila de Zaragoza,Extortion,1,36,3146771,1.1440298642640345
2021,Coahuila de Zaragoza,Feminicide,1,22,3146771,0.6991293614946877
2021,Coahuila de Zaragoza,Kidnapping,1,3,3146771,0.09533582202200287
2021,Colima,Domestic violence,1,4258,731391,582.1783423640707
2021,Colima,Drug dealing,1,1420,731391,194.15059797016917
2021,Colima,Homicide,1,620,731391,84.76997939542598
2021,Colima,Sexual crimes,1,599,731391,81.89873815783896
2021,Colima,Theft with violence,1,129,731391,17.63762474517734
2021,Colima,Extortion,1,93,731391,12.715496909313897
2021,Colima,Kidnapping,1,7,731391,0.957080412529003
2021,Colima,Feminicide,1,4,731391,0.546903092873716
2021,Durango,Domestic violence,1,5531,1832650,301.8033994488855
2021,Durango,Sexual crimes,1,995,1832650,54.29296374103075
2021,Durango,Drug dealing,1,955,1832650,52.1103320328486
2021,Durango,Theft with violence,1,716,1832650,39.06910757646032
2021,Durango,Homicide,1,369,1832650,20.134777507980246
2021,Durango,Extortion,1,96,1832650,5.238316099637138
2021,Durango,Feminicide,1,10,1832650,0.5456579270455352
2021,Durango,Kidnapping,1,0,1832650,0.0
2021,Guanajuato,Drug dealing,1,23976,6166934,388.78314572525017
2021,Guanajuato,Domestic violence,1,11624,6166934,188.48912603896846
2021,Guanajuato,Theft with violence,1,9900,6166934,160.53358119285855
2021,Guanajuato,Homicide,1,3673,6166934,59.55958017387571
2021,Guanajuato,Sexual crimes,1,2451,6166934,39.74422298017135
2021,Guanajuato,Extortion,1,291,6166934,4.718714356274933
2021,Guanajuato,Feminicide,1,30,6166934,0.48646539755411683
2021,Guanajuato,Kidnapping,1,11,6166934,0.17837064576984285
2021,Guerrero,Domestic violence,1,3273,3540685,92.43973976786978
2021,Guerrero,Theft with violence,1,2662,3540685,75.18319195296955
2021,Guerrero,Homicide,1,1546,3540685,43.663867302513495
2021,Guerrero,Drug dealing,1,1073,3540685,30.30487038525031
2021,Guerrero,Sexual crimes,1,854,3540685,24.11962656943501
2021,Guerrero,Extortion,1,212,3540685,5.987541958688785
2021,Guerrero,Feminicide,1,17,3540685,0.48013308159296864
2021,Guerrero,Kidnapping,1,14,3540685,0.395403714253033
2021,Hidalgo,Domestic violence,1,5870,3082841,190.4087820293035
2021,Hidalgo,Theft with violence,1,3786,3082841,122.80879876711126
2021,Hidalgo,Sexual crimes,1,1497,3082841,48.559105059261896
2021,Hidalgo,Drug dealing,1,786,3082841,25.49596297700725
2021,Hidalgo,Homicide,1,530,3082841,17.191934322918375
2021,Hidalgo,Extortion,1,108,3082841,3.5032620884437438
2021,Hidalgo,Kidnapping,1,28,3082841,0.9082531340409707
2021,Hidalgo,Feminicide,1,21,3082841,0.681189850530728
2021,Jalisco,Theft with violence,1,18879,8348151,226.14588547811366
2021,Jalisco,Domestic violence,1,12619,8348151,151.15922076637088
2021,Jalisco,Sexual crimes,1,3251,8348151,38.94275510828685
2021,Jalisco,Homicide,1,2734,8348151,32.749766984329824
2021,Jalisco,Drug dealing,1,1134,8348151,13.583846291232634
2021,Jalisco,Extortion,1,565,8348151,6.767965744749945
2021,Jalisco,Feminicide,1,77,8348151,0.9223599333553023
2021,Jalisco,Kidnapping,1,19,8348151,0.22759530823052912
2021,Michoacán de Ocampo,Theft with violence,1,5303,4748846,111.66923500993714
2021,Michoacán de Ocampo,Homicide,1,3237,4748846,68.1639286681438
2021,Michoacán de Ocampo,Drug dealing,1,2514,4748846,52.939177223266455
2021,Michoacán de Ocampo,Sexual crimes,1,1343,4748846,28.28055489691601
2021,Michoacán de Ocampo,Domestic violence,1,1184,4748846,24.93237304389319
2021,Michoacán de Ocampo,Extortion,1,61,4748846,1.2845225977005783
2021,Michoacán de Ocampo,Feminicide,1,28,4748846,0.5896169300920687
2021,Michoacán de Ocampo,Kidnapping,1,28,4748846,0.5896169300920687
2021,Morelos,Domestic violence,1,4938,1971520,250.46664502515824
2021,Morelos,Theft with violence,1,4357,1971520,220.99699724070769
2021,Morelos,Homicide,1,1323,1971520,67.10558350917059
2021,Morelos,Sexual crimes,1,1139,1971520,57.772683006005515
2021,Morelos,Drug dealing,1,765,1971520,38.80254828761564
2021,Morelos,Extortion,1,151,1971520,7.659065086836552
2021,Morelos,Feminicide,1,23,1971520,1.1666125628956339
2021,Morelos,Kidnapping,1,22,1971520,1.1158902775523454
2021,México,Theft with violence,1,74788,16992418,440.12570783039826
2021,México,Domestic violence,1,22139,16992418,130.28751999862527
2021,México,Sexual crimes,1,8403,16992418,49.45146711904097
2021,México,Homicide,1,3718,16992418,21.880346869998135
2021,México,Drug dealing,1,3576,16992418,21.044680044947103
2021,México,Extortion,1,3302,16992418,19.432196171257086
2021,México,Feminicide,1,145,16992418,0.8533217579746449
2021,México,Kidnapping,1,130,16992418,0.7650470933565783
2021,Nayarit,Domestic violence,1,1063,1235456,86.04110547036883
2021,Nayarit,Homicide,1,375,1235456,30.353165147119768
2021,Nayarit,Sexual crimes,1,214,1235456,17.32153957728968
2021,Nayarit,Drug dealing,1,182,1235456,14.731402818068792
2021,Nayarit,Theft with violence,1,147,1235456,11.89844073767095
2021,Nayarit,Extortion,1,14,1235456,1.133184832159138
2021,Nayarit,Feminicide,1,7,1235456,0.566592416079569
2021,Nayarit,Kidnapping,1,7,1235456,0.566592416079569
2021,Nuevo León,Domestic violence,1,21029,5784442,363.54414133636396
2021,Nuevo León,Drug dealing,1,4369,5784442,75.53018942881612
2021,Nuevo León,Sexual crimes,1,3700,5784442,63.96468319675433
2021,Nuevo León,Theft with violence,1,2575,5784442,44.515961954497946
2021,Nuevo León,Homicide,1,1688,5784442,29.181725739492247
2021,Nuevo León,Extortion,1,601,5784442,10.389939081418744
2021,Nuevo León,Feminicide,1,66,5784442,1.1409916462123746
2021,Nuevo León,Kidnapping,1,19,5784442,0.32846729209144115
2021,Oaxaca,Domestic violence,1,6893,4132148,166.8139669731094
2021,Oaxaca,Theft with violence,1,3833,4132148,92.76047227737244
2021,Oaxaca,Homicide,1,1721,4132148,41.649040644236365
